Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,Num_of_Baskets,City,Weather,Temperature,Humidity,Occasion,Cluster Labels,Segment
indian,female,fat,43,yes,toddler,small,blue,casual,black,short_sleeve,grey,long,clothes,W5,D9,yes,54,2,21.0,2,Putrajaya,Thunderstorms,28,79,Normal Day,1,Second
malay,male,thin,32,no,no_kids,big,red,casual,yellow,short_sleeve,grey,long,clothes,W5,D8,no,37,4,7.0,2,Kuala Lumpur,Thunderstorms,28,79,Normal Day,2,Third
malay,male,fat,29,yes,young,big,white,casual,yellow,short_sleeve,grey,long,clothes,W5,D9,no,12,1,20.0,2,Kuala Lumpur,Thunderstorms,28,79,Normal Day,2,Third
malay,male,thin,20,yes,baby,big,blue,formal,white,long sleeve,purple,long,clothes,W5,D8,yes,19,4,7.0,1,Kuala Lumpur,Passing clouds,28,79,Normal Day,2,Third
chinese,female,thin,36,yes,young,small,yellow,casual,blue,short_sleeve,purple,long,blankets,W4,D10,yes,29,4,16.0,2,Ampang,Passing clouds,28,79,Normal Day,2,Third
foreigner,female,thin,40,no,no_kids,small,green,traditional,black,short_sleeve,black,short,clothes,W6,D8,no,39,2,18.0,3,Kuala Lumpur,Passing clouds,28,79,Normal Day,1,Second
chinese,male,thin,27,yes,toddler,small,brown,formal,orange,long sleeve,yellow,short,blankets,W5,D9,no,58,4,21.0,3,Kuala Lumpur,Passing clouds,28,79,Normal Day,1,Second
indian,male,moderate,29,yes,young,small,pink,formal,pink,long sleeve,brown,long,clothes,W6,D7,no,36,5,14.0,1,Kuala Lumpur,Passing clouds,28,79,Normal Day,2,Third
malay,female,moderate,30,yes,young,big,black,traditional,white,long sleeve,grey,long,blankets,W6,D10,yes,52,2,7.0,2,Ampang,Passing clouds,28,79,Normal Day,1,Second
malay,female,fat,37,yes,young,big,yellow,formal,green,long sleeve,blue,short,clothes,W3,D9,no,49,3,18.0,2,Petaling Jaya,Passing clouds,28,79,Normal Day,1,Second
chinese,male,thin,59,yes,baby,small,orange,casual,pink,short_sleeve,blue,short,blankets,W6,D7,no,33,2,11.0,1,Kuala Lumpur,Passing clouds,28,79,Normal Day,0,First
foreigner,female,moderate,45,yes,baby,big,pink,traditional,grey,short_sleeve,blue,short,blankets,W5,D10,yes,42,2,9.0,3,Ampang,Passing clouds,28,79,Normal Day,1,Second
foreigner,male,moderate,44,yes,toddler,big,red,casual,white,short_sleeve,orange,long,clothes,W3,D10,yes,42,1,10.0,3,Ampang,Passing clouds,28,79,Normal Day,1,Second
chinese,male,moderate,28,no,no_kids,big,grey,traditional,black,long sleeve,yellow,short,blankets,W4,D9,yes,12,4,10.0,3,Kuala Lumpur,Passing clouds,28,79,Normal Day,2,Third
chinese,male,thin,43,yes,baby,big,blue,formal,green,long sleeve,blue,long,clothes,W3,D7,yes,36,5,7.0,2,Kuala Lumpur,Passing clouds,28,79,Normal Day,0,First
chinese,female,moderate,21,yes,baby,big,blue,casual,purple,short_sleeve,brown,short,blankets,W5,D8,yes,56,3,11.0,2,Kuala Lumpur,Passing clouds,28,79,Normal Day,1,Second
indian,female,fat,57,yes,toddler,small,grey,casual,purple,long sleeve,black,long,blankets,W3,D10,yes,27,2,7.0,1,Kuala Lumpur,Passing clouds,28,79,Normal Day,0,First
indian,female,fat,58,yes,toddler,small,purple,formal,yellow,short_sleeve,white,long,blankets,W3,D7,no,59,0,15.0,2,Kuala Lumpur,Passing clouds,28,79,Normal Day,1,Second
chinese,male,moderate,22,no,no_kids,small,red,traditional,brown,short_sleeve,blue,long,clothes,W4,D8,no,55,5,14.0,2,Kuala Lumpur,Passing clouds,28,79,Normal Day,1,Second
malay,female,fat,53,yes,toddler,big,blue,traditional,purple,short_sleeve,blue,short,blankets,W5,D8,yes,52,3,8.0,3,Petaling,Passing clouds,28,79,Normal Day,1,Second
foreigner,female,fat,48,yes,young,small,green,formal,grey,short_sleeve,blue,short,blankets,W4,D9,no,31,4,15.0,2,Kuala Lumpur,Passing clouds,28,79,Normal Day,0,First
foreigner,female,thin,31,no,no_kids,big,white,traditional,grey,short_sleeve,brown,long,blankets,W4,D10,yes,13,3,17.0,1,Kuala Lumpur,Passing clouds,28,79,Normal Day,2,Third
foreigner,female,moderate,50,yes,young,small,pink,formal,purple,short_sleeve,yellow,long,clothes,W3,D9,yes,21,3,19.0,1,Petaling,Passing clouds,28,79,Normal Day,0,First
malay,female,fat,42,no,no_kids,big,brown,casual,black,short_sleeve,blue,short,clothes,W5,D8,yes,52,5,10.0,2,Petaling,Passing clouds,28,79,Normal Day,1,Second
foreigner,male,thin,44,yes,toddler,small,brown,traditional,purple,short_sleeve,green,long,clothes,W3,D8,no,28,3,10.0,1,Kuala Lumpur,Passing clouds,28,79,Normal Day,0,First
chinese,male,fat,58,yes,toddler,small,black,traditional,grey,long sleeve,orange,short,blankets,W4,D8,yes,24,0,12.0,1,Petaling,Passing clouds,28,79,Normal Day,0,First
chinese,female,fat,28,yes,toddler,big,purple,casual,orange,long sleeve,black,short,blankets,W4,D10,no,22,4,15.0,3,Kuala Lumpur,Passing clouds,28,79,Normal Day,2,Third
foreigner,female,thin,44,yes,young,small,grey,formal,green,short_sleeve,blue,short,blankets,W5,D10,yes,18,0,10.0,2,Petaling Jaya,Passing clouds,28,79,Normal Day,0,First
foreigner,female,fat,44,yes,toddler,big,blue,casual,orange,short_sleeve,white,long,blankets,W3,D8,yes,46,3,21.0,3,Petaling Jaya,Passing clouds,28,79,Normal Day,1,Second
indian,female,fat,22,yes,toddler,big,purple,casual,blue,short_sleeve,black,short,clothes,W4,D8,no,31,3,14.0,1,Kuala Lumpur,Passing clouds,28,79,Normal Day,2,Third
chinese,male,fat,25,no,no_kids,big,white,traditional,purple,short_sleeve,red,short,clothes,W5,D7,yes,29,3,15.0,3,Petaling,Passing clouds,28,79,Normal Day,2,Third
malay,male,moderate,39,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,W6,D9,no,11,5,7.0,3,Putrajaya,Partly cloudy,29,76,Normal Day,0,First
malay,male,thin,37,no,no_kids,small,white,formal,white,short_sleeve,black,long,clothes,W4,D9,yes,54,1,13.0,1,Putrajaya,Partly cloudy,29,76,Normal Day,1,Second
malay,male,moderate,32,no,no_kids,big,red,casual,white,short_sleeve,grey,short,blankets,W5,D9,no,35,4,11.0,2,Putrajaya,Partly cloudy,29,76,Normal Day,2,Third
foreigner,female,fat,28,no,no_kids,big,green,casual,grey,short_sleeve,blue,long,clothes,W6,D8,no,22,1,20.0,2,Kuala Lumpur,Partly cloudy,29,76,Normal Day,2,Third
foreigner,female,moderate,44,no,no_kids,big,red,casual,pink,short_sleeve,grey,long,clothes,W4,D9,no,49,0,8.0,1,Cyberjaya,Partly cloudy,29,76,Normal Day,1,Second
indian,male,moderate,35,no,no_kids,small,blue,formal,white,short_sleeve,brown,long,clothes,W6,D9,no,55,2,17.0,1,Putrajaya,Partly cloudy,29,76,Normal Day,1,Second
indian,male,moderate,45,no,no_kids,small,white,casual,black,short_sleeve,blue,long,clothes,W6,D10,no,35,3,18.0,2,Kuala Lumpur,Partly cloudy,29,76,Normal Day,0,First
indian,male,thin,37,no,no_kids,big,white,casual,black,short_sleeve,blue,long,blankets,W6,D9,no,35,3,9.0,1,Kuala Lumpur,Partly cloudy,29,76,Normal Day,2,Third
indian,male,moderate,33,no,no_kids,big,purple,casual,white,short_sleeve,black,long,clothes,W5,D10,yes,42,4,16.0,2,Putrajaya,Partly cloudy,29,76,Normal Day,1,Second
malay,female,thin,36,yes,toddler,big,blue,traditional,pink,long sleeve,pink,long,clothes,W5,D9,no,57,1,20.0,2,Cyberjaya,Partly cloudy,29,76,Normal Day,1,Second
indian,female,moderate,30,no,no_kids,big,white,casual,grey,short_sleeve,black,short,clothes,W4,D8,no,39,2,15.0,1,Cyberjaya,Partly cloudy,29,76,Normal Day,2,Third
chinese,female,thin,51,no,no_kids,big,blue,casual,white,short_sleeve,brown,short,clothes,W4,D9,yes,24,5,19.0,1,Kuala Lumpur,Partly cloudy,29,76,Normal Day,0,First
indian,female,thin,48,no,no_kids,big,black,casual,white,short_sleeve,blue,long,clothes,W6,D8,no,30,0,16.0,3,Cyberjaya,Partly cloudy,29,76,Normal Day,0,First
indian,male,moderate,53,no,no_kids,big,white,casual,white,long_sleeve,black,long,clothes,W4,D9,no,12,0,12.0,1,Putrajaya,Partly cloudy,29,76,Normal Day,0,First
indian,male,moderate,48,no,no_kids,big,white,formal,red,short_sleeve,black,long,clothes,W4,D7,no,25,5,14.0,3,Putrajaya,Partly cloudy,29,76,Normal Day,0,First
indian,female,moderate,49,no,no_kids,big,white,casual,white,short_sleeve,blue,long,clothes,W6,D9,no,19,5,9.0,3,Kuala Lumpur,Partly cloudy,29,76,Normal Day,0,First
indian,female,fat,36,no,no_kids,small,blue,traditional,red,short_sleeve,white,long,clothes,W6,D10,no,51,0,11.0,2,Cyberjaya,Partly cloudy,29,76,Normal Day,1,Second
malay,male,thin,44,no,no_kids,big,black,formal,white,short_sleeve,black,long,clothes,W3,D10,no,17,0,11.0,2,Kuala Lumpur,Partly cloudy,29,76,Normal Day,0,First
malay,male,thin,28,yes,toddler,big,white,casual,white,short_sleeve,black,short,clothes,W3,D7,yes,12,3,9.0,3,Cyberjaya,Partly cloudy,29,76,Normal Day,2,Third
indian,female,thin,34,no,no_kids,big,red,casual,white,short_sleeve,black,long,blankets,W6,D8,no,20,3,8.0,1,Cyberjaya,Partly cloudy,29,76,Normal Day,2,Third
foreigner,female,thin,18,yes,toddler,big,purple,traditional,black,long sleeve,blue,short,blankets,W6,D10,yes,34,4,11.0,2,Kuala Lumpur,Partly cloudy,29,76,Normal Day,2,Third
chinese,female,moderate,28,no,no_kids,big,brown,formal,white,long sleeve,black,short,blankets,W3,D10,yes,39,5,14.0,1,Petaling Jaya,Partly cloudy,29,76,Normal Day,2,Third
chinese,female,thin,32,yes,young,big,green,formal,blue,long sleeve,pink,short,blankets,W6,D10,yes,24,0,12.0,3,Petaling Jaya,Partly cloudy,29,76,Normal Day,2,Third
foreigner,female,fat,52,yes,baby,big,white,formal,green,short_sleeve,red,short,clothes,W4,D9,yes,60,1,13.0,3,Kuala Lumpur,Partly cloudy,29,76,Normal Day,1,Second
malay,female,fat,53,yes,baby,small,white,casual,white,short_sleeve,blue,short,blankets,W6,D9,no,39,4,18.0,2,Kuala Lumpur,Partly cloudy,29,76,Normal Day,0,First
chinese,male,thin,23,yes,toddler,big,black,traditional,orange,short_sleeve,blue,short,clothes,W5,D8,yes,32,3,13.0,3,Kuala Lumpur,Partly cloudy,29,76,Normal Day,2,Third
foreigner,female,thin,34,yes,toddler,big,green,casual,brown,short_sleeve,purple,long,blankets,W4,D9,no,28,5,13.0,2,Kuala Lumpur,Partly cloudy,29,76,Normal Day,2,Third
chinese,male,thin,36,no,no_kids,small,pink,casual,pink,short_sleeve,purple,short,clothes,W3,D8,no,16,3,21.0,2,Petaling Jaya,Partly cloudy,29,76,Normal Day,2,Third
foreigner,female,thin,22,no,no_kids,small,blue,traditional,brown,short_sleeve,white,long,blankets,W5,D9,no,56,2,7.0,3,Kuala Lumpur,Partly cloudy,29,76,Normal Day,1,Second
chinese,female,thin,25,yes,toddler,big,green,traditional,yellow,long sleeve,white,short,clothes,W3,D9,yes,42,0,13.0,2,Kuala Lumpur,Partly cloudy,29,76,Normal Day,2,Third
malay,female,fat,56,yes,baby,small,green,traditional,black,short_sleeve,pink,short,clothes,W4,D10,yes,33,0,14.0,3,Kuala Lumpur,Partly cloudy,29,76,Normal Day,0,First
chinese,male,moderate,27,yes,toddler,big,pink,formal,blue,long sleeve,blue,short,blankets,W6,D9,yes,15,0,11.0,3,Kuala Lumpur,Partly cloudy,29,76,Normal Day,2,Third
indian,male,moderate,18,yes,young,small,red,casual,brown,short_sleeve,black,long,clothes,W5,D10,yes,59,5,20.0,3,Kuala Lumpur,Partly cloudy,29,76,Normal Day,1,Second
foreigner,female,moderate,50,yes,young,small,red,traditional,white,long sleeve,pink,long,blankets,W4,D7,no,55,5,17.0,3,Kuala Lumpur,Partly cloudy,29,76,Normal Day,1,Second
foreigner,male,moderate,50,yes,toddler,small,brown,formal,black,long sleeve,black,long,blankets,W4,D8,no,26,3,20.0,2,Kuala Lumpur,Partly cloudy,29,76,Normal Day,0,First
foreigner,male,moderate,50,yes,toddler,small,pink,formal,grey,long sleeve,blue,short,clothes,W6,D8,no,57,1,16.0,1,Petaling,Partly cloudy,29,76,Normal Day,1,Second
foreigner,female,thin,53,yes,young,big,orange,casual,red,long sleeve,purple,short,clothes,W6,D7,yes,56,4,16.0,1,Kuala Lumpur,Partly cloudy,29,76,Normal Day,1,Second
malay,male,thin,29,yes,baby,small,yellow,formal,red,short_sleeve,blue,long,blankets,W5,D7,yes,55,4,18.0,1,Kuala Lumpur,Partly cloudy,29,76,Normal Day,1,Second
malay,female,thin,29,yes,toddler,big,orange,formal,yellow,short_sleeve,pink,short,blankets,W6,D9,yes,47,0,21.0,2,Ampang,Partly cloudy,29,76,Normal Day,1,Second
indian,female,moderate,46,no,no_kids,big,black,formal,purple,short_sleeve,black,long,clothes,W4,D8,yes,13,1,21.0,2,Kuala Lumpur,Partly cloudy,29,76,Normal Day,0,First
foreigner,female,fat,30,no,no_kids,small,grey,traditional,yellow,short_sleeve,blue,short,clothes,W6,D7,no,50,0,17.0,3,Ampang,Partly cloudy,29,76,Normal Day,1,Second
foreigner,male,thin,29,no,no_kids,big,orange,traditional,pink,short_sleeve,pink,short,clothes,W4,D8,yes,55,1,12.0,3,Shah Alam,Partly cloudy,29,76,Normal Day,1,Second
chinese,male,fat,26,yes,toddler,big,green,casual,yellow,short_sleeve,yellow,short,clothes,W5,D7,yes,53,3,18.0,3,Kuala Lumpur,Partly cloudy,29,76,Normal Day,1,Second
foreigner,female,moderate,22,yes,toddler,small,black,formal,purple,short_sleeve,blue,long,blankets,W4,D10,yes,32,5,7.0,3,Kuala Lumpur,Partly cloudy,29,76,Normal Day,2,Third
chinese,male,moderate,42,yes,toddler,big,white,casual,red,short_sleeve,grey,long,clothes,W4,D10,yes,11,0,14.0,3,Kuala Lumpur,Partly cloudy,29,76,Normal Day,0,First
foreigner,female,moderate,20,yes,toddler,big,black,traditional,blue,short_sleeve,white,short,clothes,W3,D8,no,43,0,12.0,3,Ampang,Partly cloudy,29,76,Normal Day,2,Third
chinese,female,fat,36,yes,toddler,small,black,casual,purple,short_sleeve,blue,long,clothes,W6,D8,no,59,0,14.0,1,Kuala Lumpur,Partly cloudy,29,76,Normal Day,1,Second
indian,male,thin,36,no,no_kids,big,pink,casual,red,short_sleeve,blue,short,blankets,W3,D10,no,33,5,18.0,3,Petaling,Partly cloudy,29,76,Normal Day,2,Third
indian,male,moderate,26,yes,toddler,big,pink,casual,green,short_sleeve,blue,short,clothes,W6,D8,yes,21,1,19.0,2,Kuala Lumpur,Partly cloudy,29,76,Normal Day,2,Third
malay,male,fat,23,yes,toddler,big,yellow,formal,orange,long sleeve,purple,long,blankets,W4,D9,no,47,5,21.0,2,Petaling Jaya,Partly cloudy,29,76,Normal Day,1,Second
malay,female,thin,37,no,no_kids,small,white,formal,purple,long sleeve,purple,long,clothes,W6,D8,no,32,0,18.0,1,Kuala Lumpur,Partly cloudy,29,76,Normal Day,2,Third
chinese,female,fat,45,no,no_kids,big,purple,casual,yellow,long sleeve,pink,long,blankets,W3,D9,yes,38,0,21.0,3,Kuala Lumpur,Partly cloudy,29,76,Normal Day,1,Second
chinese,male,thin,18,no,no_kids,small,red,formal,black,short_sleeve,pink,long,blankets,W4,D9,yes,22,3,16.0,2,Petaling Jaya,Partly cloudy,29,76,Normal Day,2,Third
foreigner,male,moderate,59,yes,toddler,small,orange,casual,red,short_sleeve,white,short,clothes,W6,D8,no,28,2,19.0,2,Kuala Lumpur,Partly cloudy,29,76,Normal Day,0,First
indian,female,thin,58,no,no_kids,small,orange,casual,yellow,long sleeve,grey,long,blankets,W4,D7,no,20,3,8.0,1,Kuala Lumpur,Partly cloudy,29,76,Normal Day,0,First
foreigner,female,fat,30,yes,young,big,brown,casual,white,short_sleeve,black,long,blankets,W3,D9,no,32,3,19.0,3,Ampang,Partly cloudy,29,76,Normal Day,2,Third
indian,female,moderate,24,yes,toddler,big,white,casual,purple,long sleeve,green,long,clothes,W5,D8,yes,28,1,9.0,2,Petaling Jaya,Partly cloudy,29,76,Normal Day,2,Third
chinese,female,thin,23,yes,young,small,green,formal,green,short_sleeve,pink,long,clothes,W4,D7,no,29,5,9.0,1,Ampang,Partly cloudy,29,76,Normal Day,2,Third
indian,male,fat,52,yes,toddler,small,white,traditional,orange,long_sleeve,blue,short,blankets,W5,D9,no,24,0,14.0,2,Kuala Lumpur,Partly cloudy,29,76,Normal Day,0,First
malay,male,moderate,47,yes,baby,big,black,formal,white,short_sleeve,blue,long,clothes,W6,D7,no,18,0,18.0,2,Kuala Lumpur,Partly cloudy,29,76,Normal Day,0,First
chinese,female,fat,55,yes,baby,small,green,formal,green,short_sleeve,purple,long,clothes,W6,D10,no,47,0,13.0,1,Ampang,Partly cloudy,29,76,Normal Day,1,Second
foreigner,male,thin,51,no,no_kids,big,brown,traditional,orange,short_sleeve,brown,long,clothes,W4,D10,yes,23,0,14.0,2,Kuala Lumpur,Partly cloudy,29,76,Normal Day,0,First
chinese,female,moderate,36,yes,young,small,brown,traditional,white,long sleeve,black,short,blankets,W5,D9,yes,50,1,14.0,1,Kuala Lumpur,Partly cloudy,29,76,Normal Day,1,Second
indian,male,fat,19,yes,toddler,big,brown,casual,black,long sleeve,blue,long,clothes,W5,D10,no,51,2,9.0,3,Kuala Lumpur,Partly cloudy,29,76,Normal Day,1,Second
chinese,male,thin,28,no,no_kids,small,black,formal,yellow,long sleeve,pink,short,blankets,W3,D7,yes,46,1,11.0,3,Ampang,Partly cloudy,29,76,Normal Day,1,Second
foreigner,male,moderate,20,no,no_kids,small,orange,traditional,blue,short_sleeve,blue,long,clothes,W5,D8,yes,15,5,12.0,3,Petaling Jaya,Partly cloudy,29,76,Normal Day,2,Third
chinese,male,fat,48,no,no_kids,big,green,formal,yellow,short_sleeve,black,short,clothes,W3,D10,yes,27,2,9.0,1,Kuala Lumpur,Partly cloudy,29,76,Normal Day,0,First
malay,male,thin,57,yes,young,big,green,traditional,white,long sleeve,pink,long,clothes,W6,D9,yes,56,0,20.0,1,Kuala Lumpur,Partly cloudy,29,76,Normal Day,1,Second
indian,female,fat,35,yes,toddler,small,yellow,formal,white,long sleeve,blue,long,clothes,W6,D10,no,35,4,7.0,1,Petaling Jaya,Partly cloudy,29,76,Normal Day,2,Third
chinese,male,thin,35,yes,toddler,big,black,casual,black,long sleeve,red,long,clothes,W3,D7,yes,34,4,13.0,3,Kuala Lumpur,Partly cloudy,29,76,Normal Day,2,Third
foreigner,male,thin,26,yes,young,big,brown,formal,white,short_sleeve,yellow,short,clothes,W3,D7,yes,12,0,19.0,2,Petaling Jaya,Partly cloudy,29,76,Normal Day,2,Third
foreigner,male,thin,41,yes,young,big,blue,formal,black,long sleeve,orange,short,blankets,W4,D9,yes,47,2,21.0,2,Kuala Lumpur,Partly cloudy,29,76,Normal Day,1,Second
foreigner,female,fat,22,yes,toddler,small,blue,traditional,green,long sleeve,blue,long,blankets,W5,D9,no,11,4,13.0,1,Ampang,Partly cloudy,29,76,Normal Day,2,Third
indian,male,fat,47,no,no_kids,small,blue,casual,purple,short_sleeve,blue,long,clothes,W5,D9,no,52,5,13.0,2,Kuala Lumpur,Partly cloudy,29,79,Normal Day,1,Second
malay,male,moderate,55,no,no_kids,big,brown,casual,red,short_sleeve,blue,short,clothes,W6,D7,yes,60,4,13.0,1,Kuala Lumpur,Partly cloudy,29,79,Normal Day,1,Second
malay,female,thin,37,no,no_kids,big,white,casual,black,long_sleeve,blue,long,clothes,W5,D10,no,16,3,16.0,1,Kuala Lumpur,Partly cloudy,29,79,Normal Day,2,Third
indian,male,moderate,46,no,no_kids,big,blue,casual,green,short_sleeve,blue,long,clothes,W4,D7,no,48,1,13.0,2,Kuala Lumpur,Partly cloudy,29,79,Normal Day,1,Second
malay,female,moderate,35,yes,toddler,small,orange,casual,green,short_sleeve,white,long,blankets,W3,D10,no,35,1,19.0,1,Kuala Lumpur,Passing clouds,29,79,Normal Day,2,Third
indian,female,thin,47,yes,toddler,small,pink,formal,orange,short_sleeve,black,long,blankets,W3,D8,yes,48,2,20.0,1,Petaling Jaya,Passing clouds,29,79,Normal Day,1,Second
foreigner,male,thin,34,yes,toddler,big,blue,traditional,black,long sleeve,black,short,clothes,W6,D10,yes,53,0,11.0,1,Petaling,Passing clouds,29,79,Normal Day,1,Second
foreigner,male,fat,57,yes,baby,big,pink,traditional,yellow,short_sleeve,black,short,clothes,W3,D8,no,50,5,13.0,3,Kuala Lumpur,Passing clouds,29,79,Normal Day,1,Second
indian,male,fat,42,yes,young,big,purple,traditional,brown,long sleeve,red,long,clothes,W4,D9,yes,35,5,10.0,1,Kuala Lumpur,Passing clouds,29,79,Normal Day,0,First
foreigner,female,fat,26,yes,baby,small,yellow,formal,pink,short_sleeve,black,short,clothes,W3,D9,no,57,0,19.0,3,Petaling Jaya,Passing clouds,29,79,Normal Day,1,Second
malay,female,fat,38,yes,toddler,big,green,traditional,green,long sleeve,grey,short,blankets,W3,D9,no,42,3,7.0,3,Kuala Lumpur,Passing clouds,29,79,Normal Day,1,Second
malay,female,moderate,53,yes,toddler,big,purple,traditional,red,long sleeve,black,short,clothes,W5,D10,no,20,3,16.0,1,Petaling Jaya,Passing clouds,29,79,Normal Day,0,First
foreigner,male,moderate,39,yes,toddler,big,brown,casual,orange,short_sleeve,brown,short,clothes,W4,D10,yes,49,3,15.0,1,Kuala Lumpur,Passing clouds,29,79,Normal Day,1,Second
foreigner,female,fat,48,yes,toddler,small,orange,traditional,purple,long sleeve,black,short,blankets,W3,D10,yes,14,4,10.0,2,Kuala Lumpur,Passing clouds,29,79,Normal Day,0,First
malay,female,fat,28,yes,baby,small,white,formal,pink,long sleeve,red,long,blankets,W5,D9,yes,29,2,13.0,2,Petaling Jaya,Passing clouds,29,79,Normal Day,2,Third
chinese,male,moderate,19,yes,toddler,small,orange,traditional,black,short_sleeve,red,short,clothes,W3,D7,yes,41,3,14.0,2,Petaling,Passing clouds,29,79,Normal Day,2,Third
indian,male,fat,44,yes,baby,small,orange,casual,green,short_sleeve,red,long,clothes,W4,D9,no,16,3,21.0,3,Petaling Jaya,Passing clouds,29,79,Normal Day,0,First
foreigner,male,moderate,46,no,no_kids,big,purple,formal,black,long sleeve,blue,short,blankets,W4,D10,yes,45,4,15.0,1,Kuala Lumpur,Passing clouds,29,79,Normal Day,1,Second
chinese,male,thin,43,yes,toddler,small,green,casual,red,long sleeve,brown,short,clothes,W4,D8,no,33,5,20.0,2,Petaling Jaya,Passing clouds,29,79,Normal Day,0,First
chinese,female,fat,26,yes,young,big,grey,traditional,purple,long sleeve,grey,short,blankets,W3,D7,no,33,3,16.0,2,Petaling Jaya,Passing clouds,29,79,Normal Day,2,Third
foreigner,female,thin,33,yes,toddler,big,yellow,formal,green,long sleeve,purple,long,clothes,W6,D8,yes,55,5,21.0,1,Kuala Lumpur,Passing clouds,29,79,Normal Day,1,Second
chinese,female,moderate,29,yes,toddler,big,blue,formal,brown,long sleeve,green,long,blankets,W5,D10,no,36,1,18.0,1,Kuala Lumpur,Passing clouds,29,79,Normal Day,2,Third
malay,female,fat,22,yes,toddler,small,black,formal,green,long sleeve,yellow,short,clothes,W4,D7,yes,24,0,16.0,1,Petaling,Passing clouds,29,79,Normal Day,2,Third
